,city,origin_city,has_delay,time_of_day,avg_temperature_2m,avg_relative_humidity_2m,total_precipitation,avg_cloud_cover
309,London,Krakow,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
310,Berlin,Cologne,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
311,Vienna,Zurich,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
312,Paris,Bangkok,0,night,13.895458181699118,71.20833333333333,0.0,60.083333333333336
313,London,Brize Norton,1,evening,11.846853931744894,76.04166666666667,0.0,88.95833333333333
314,Berlin,Vienna,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
315,Vienna,Hong Kong,1,night,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
316,Paris,Zurich,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
317,London,London,1,evening,11.846853931744894,76.04166666666667,0.0,88.95833333333333
318,Berlin,Zurich,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
319,Vienna,Madrid,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
320,Paris,Milan,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
321,London,Bratislava,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
322,Berlin,Frankfurt,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
323,Vienna,Bucharest,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
324,Paris,Tunis,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
325,London,Geneva,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
326,Berlin,Graz,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
327,Vienna,Hamburg,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
328,Paris,Rzeszow,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
329,London,Tenerife,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
330,Berlin,Stockholm,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
331,Vienna,Stuttgart,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
332,Paris,Seoul,1,night,13.895458181699118,71.20833333333333,0.0,60.083333333333336
333,London,Sofia,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
334,Berlin,London,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
335,Vienna,Dubai,0,morning,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
336,Paris,Madrid,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
337,London,Faro,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
338,Berlin,Manchester,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
339,Vienna,Zagreb,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
340,Paris,Seoul,0,night,13.895458181699118,71.20833333333333,0.0,60.083333333333336
341,London,Nice,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
342,Berlin,Cologne,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
343,Vienna,Delhi,0,morning,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
344,Paris,Geneva,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
345,London,Madrid,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
346,Berlin,Strasbourg,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
347,Vienna,Frankfurt,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
348,Paris,Montpellier,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
349,London,Belfast,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
350,Berlin,Stuttgart,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
351,Vienna,Warsaw,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
352,Paris,Dubai,1,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
353,London,Geneva,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
354,Berlin,Helsinki,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
355,Vienna,St. Gallen,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
356,Paris,Basel,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
357,London,Bucharest,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
358,Berlin,Munich,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
359,Vienna,Lisbon,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
360,Paris,Krakow,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
361,London,Frankfurt,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
362,Berlin,Fuerteventura,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
363,Vienna,Tenerife,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
364,Paris,Helsinki,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
365,London,London,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
366,Berlin,Vilnius,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
367,Vienna,Riga,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
368,Paris,Milan,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
369,London,Milan,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
370,Berlin,Frankfurt,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
371,Vienna,Helsinki,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
372,Paris,Shanghai,0,night,13.895458181699118,71.20833333333333,0.0,60.083333333333336
373,London,Lanzarote,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
374,Berlin,Zurich,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
375,Vienna,Tel Aviv,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
376,Paris,Oran,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
377,London,Glasgow,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
378,Berlin,Warsaw,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
379,Vienna,Milan,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
380,Paris,Madrid,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
381,London,Amsterdam,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
382,Berlin,Faro,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
383,Vienna,Berlin,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
384,Paris,Delhi,1,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
385,London,Tirana,0,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
386,Berlin,Rzeszow,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
387,Vienna,Yaounde,0,morning,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
388,Paris,Zagreb,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
389,London,Geneva,1,afternoon,11.846853931744894,76.04166666666667,0.0,88.95833333333333
390,Berlin,Brussels,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
391,Vienna,London,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
392,Paris,Singapore,1,night,13.895458181699118,71.20833333333333,0.0,60.083333333333336
393,London,Agadir,1,morning,11.846853931744894,76.04166666666667,0.0,88.95833333333333
394,Berlin,Zurich,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
395,Vienna,Istanbul,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
396,Paris,Amsterdam,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
397,Berlin,Amsterdam,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
398,Vienna,Rome,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
399,Paris,Riga,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
400,Berlin,London,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
401,Vienna,London,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
402,Paris,Rome,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
403,Berlin,Istanbul,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
404,Vienna,Katowice,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
405,Paris,Beijing,0,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
406,Berlin,Edinburgh,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
407,Vienna,Paris,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
408,Paris,Prestwick,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
409,Berlin,Milan,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
410,Vienna,Frankfurt,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
411,Paris,Porto,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
412,Berlin,Dusseldorf,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
413,Vienna,Budapest,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
414,Paris,Frankfurt,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
415,Berlin,Dubai,1,morning,10.429521063963572,80.0,4.600000001490116,96.54166666666667
416,Vienna,Stockholm,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
417,Paris,Memphis,0,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
418,Berlin,Antalya,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
419,Vienna,Prague,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
420,Paris,Berlin,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
421,Berlin,Lisbon,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
422,Vienna,Paris,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
423,Paris,London,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
424,Berlin,Paris,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
425,Vienna,Brussels,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
426,Paris,Nice,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
427,Berlin,Zurich,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
428,Vienna,Istanbul,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
429,Paris,Berlin,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
430,Berlin,Gothenburg,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
431,Vienna,Porto,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
432,Paris,Milan,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
433,Berlin,Gran Canaria,1,morning,10.429521063963572,80.0,4.600000001490116,96.54166666666667
434,Vienna,Ankara,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
435,Paris,Munich,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
436,Berlin,Copenhagen,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
437,Vienna,Osijek,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
438,Paris,Tel Aviv,0,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
439,Berlin,Bremen,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
440,Vienna,Warsaw,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
441,Paris,Istanbul,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
442,Berlin,Frankfurt,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
443,Vienna,Varna,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
444,Paris,London,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
445,Berlin,Marseille,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
446,Vienna,Malaga,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
447,Paris,Athens,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
448,Berlin,Dusseldorf,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
449,Vienna,Munich,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
450,Paris,Rome,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
451,Berlin,Thessaloniki,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
452,Vienna,Iasi,0,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
453,Paris,London,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
454,Berlin,Venice,1,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
455,Vienna,Nice,1,afternoon,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
456,Paris,Leeds,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
457,Berlin,London,0,afternoon,10.429521063963572,80.0,4.600000001490116,96.54166666666667
458,Vienna,Fuerteventura,1,morning,9.837875028451284,75.83333333333333,0.20000000298023224,87.5
459,Paris,London,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
460,Paris,Bologna,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
461,Lisbon,Prague,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
462,Paris,Tromso,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
463,Lisbon,London,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
464,Paris,Copenhagen,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
465,Lisbon,Rome,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
466,Paris,Venice,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
467,Lisbon,Copenhagen,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
468,Paris,Munich,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
469,Lisbon,Barcelona,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
470,Paris,Florence,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
471,Lisbon,Madrid,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
472,Paris,Billund,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
473,Lisbon,Funchal,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
474,Paris,Rabat,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
475,Lisbon,London,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
476,Paris,Indianapolis,1,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
477,Lisbon,London,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
478,Paris,Mumbai,1,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
479,Lisbon,Florence,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
480,Paris,Seoul,0,night,13.895458181699118,71.20833333333333,0.0,60.083333333333336
481,Lisbon,Porto,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
482,Paris,Barcelona,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
483,Lisbon,London,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
484,Paris,Naples,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
485,Lisbon,Algiers,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
486,Paris,Toulouse,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
487,Lisbon,Barcelona,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
488,Paris,Los Angeles,0,morning,13.895458181699118,71.20833333333333,0.0,60.083333333333336
489,Lisbon,Valencia,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
490,Paris,Montpellier,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
491,Lisbon,Bologna,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
492,Paris,Hamburg,0,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
493,Lisbon,Berlin,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
494,Paris,Liege,1,afternoon,13.895458181699118,71.20833333333333,0.0,60.083333333333336
495,Lisbon,Nice,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
496,Lisbon,Dublin,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
497,Lisbon,Madrid,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
498,Lisbon,Funchal,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
499,Lisbon,Madrid,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
500,Lisbon,Manchester,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
501,Lisbon,Frankfurt,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
502,Lisbon,Zurich,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
503,Lisbon,Amsterdam,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
504,Lisbon,Geneva,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
505,Lisbon,Brussels,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
506,Lisbon,Munich,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
507,Lisbon,Milan,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
508,Lisbon,Hamburg,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
509,Lisbon,Dusseldorf,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
510,Lisbon,Budapest,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
511,Lisbon,Lyon,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
512,Lisbon,Marseille,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
513,Lisbon,Luxembourg,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
514,Lisbon,London,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
515,Lisbon,Luanda,0,morning,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
516,Lisbon,Nantes,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
517,Lisbon,London,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
518,Lisbon,Toulouse,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
519,Lisbon,Praia,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
520,Lisbon,Madrid,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
521,Lisbon,Paris,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
522,Lisbon,Casablanca,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
523,Lisbon,London,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
524,Lisbon,Porto,1,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
525,Lisbon,Barcelona,0,evening,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
526,Lisbon,Dubai,1,morning,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
527,Lisbon,Rome,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
528,Lisbon,Basel,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
529,Lisbon,London,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
530,Lisbon,Milan,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
531,Lisbon,Sao Vicente,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
532,Lisbon,Bissau,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
533,Lisbon,Amsterdam,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
534,Lisbon,Barcelona,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
535,Lisbon,Geneva,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
536,Lisbon,Cologne,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
537,Lisbon,Paris,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
538,Lisbon,Madrid,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
539,Lisbon,Madrid,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
540,Lisbon,Paris,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
541,Lisbon,Madrid,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
542,Lisbon,Warsaw,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
543,Lisbon,Cologne,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
544,Lisbon,Stockholm,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
545,Lisbon,Tel Aviv,1,morning,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
546,Lisbon,London,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
547,Lisbon,Eindhoven,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
548,Lisbon,Valencia,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
549,Lisbon,Paris,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
550,Lisbon,Faro,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
551,Lisbon,Casablanca,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
552,Lisbon,Warsaw,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
553,Lisbon,Paris,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
554,Lisbon,Rotterdam,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
555,Lisbon,Porto,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
556,Lisbon,Edinburgh,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
557,Lisbon,Ponta Delgada,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
558,Lisbon,Brussels,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
559,Lisbon,Casablanca,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
560,Lisbon,Bucharest,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
561,Lisbon,Paris,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
562,Lisbon,Dusseldorf,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
563,Lisbon,Amsterdam,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
564,Lisbon,Budapest,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
565,Lisbon,Paris,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
566,Lisbon,Gran Canaria,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
567,Lisbon,Luanda,0,morning,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
568,Lisbon,London,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
569,Lisbon,Funchal,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
570,Lisbon,Belgrade,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
571,Lisbon,Lyon,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
572,Lisbon,Warsaw,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
573,Lisbon,Eindhoven,0,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
574,Lisbon,Madrid,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
575,Lisbon,Funchal,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
576,Lisbon,Madrid,1,afternoon,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
577,Lisbon,Poznan,0,morning,14.412666400273642,72.08333333333333,0.5000000149011612,83.04166666666667
578,Athens,Farmingdale,1,afternoon,10.919583559036255,85.41666666666667,16.09999978542328,100.0
579,London,Calgary,0,afternoon,10.611416300137838,85.54166666666667,16.900000147521496,100.0
580,Rome,London,0,evening,12.790250062942505,85.66666666666667,0.0,68.54166666666667
581,Paris,Brest,1,afternoon,12.586250027020773,76.375,0.5000000074505806,46.708333333333336
582,London,Barcelona,0,afternoon,10.07049971818924,73.625,5.899999991059303,72.75
583,London,London,1,evening,9.715750257174173,74.58333333333333,7.200000077486038,72.5
584,Athens,Greensboro,1,night,10.919583559036255,85.41666666666667,16.09999978542328,100.0
585,London,Orlando,0,morning,10.611416300137838,85.54166666666667,16.900000147521496,100.0
586,Rome,Paris,0,evening,12.790250062942505,85.66666666666667,0.0,68.54166666666667
587,Paris,Lyon,1,afternoon,12.586250027020773,76.375,0.5000000074505806,46.708333333333336
588,London,Amsterdam,1,afternoon,10.07049971818924,73.625,5.899999991059303,72.75
589,London,Londonderry,1,afternoon,9.715750257174173,74.58333333333333,7.200000077486038,72.5
590,Athens,Brunswick,0,night,10.919583559036255,85.41666666666667,16.09999978542328,100.0
591,Rome,London,0,evening,12.790250062942505,85.66666666666667,0.0,68.54166666666667
592,Paris,Lyon,1,afternoon,12.586250027020773,76.375,0.5000000074505806,46.708333333333336
593,London,Luxembourg,1,afternoon,10.07049971818924,73.625,5.899999991059303,72.75
594,London,Sion,1,morning,9.715750257174173,74.58333333333333,7.200000077486038,72.5
595,Rome,Tirana,0,evening,12.790250062942505,85.66666666666667,0.0,68.54166666666667
596,London,Florence,0,afternoon,10.07049971818924,73.625,5.899999991059303,72.75
597,London,Inverness,1,morning,9.715750257174173,74.58333333333333,7.200000077486038,72.5
